negate,no i want halal food
inform,looking for a restaurant that serves turkish food
deny,no i dont want chinese i want thai food
inform,i want cuban food
inform,i am looking for asian oriental type food
inform,in the east part of town that serves spanish food
null,yea id like a
inform,the indian food
inform,im looking for a restaurant in the east part of town that serves chinese
inform,can i have a moderately priced restaurant
request,i need the address phone number and price range
inform,i want a scottish restaurant
inform,food
inform,im looking for a cheap restaurant serving international food
inform,im looking for a restaurant in the
request,type of food they serve
request,and what is the address
null,can i have the noise
inform,east part ot tow
affirm,uh yes im looking for an expensive restaurant that serves korean food
inform,im looking for a restaurant in the west part of town that serves corsica food
inform,spanish restaurant in the south part of town
inform,italian food in the south part of town
inform,yea id like a cheap restaurant in the north part of town
request,could i get the address and post code please
inform,i need an expensive restaurant that serves afghan food
inform,vegetarian food please
inform,how bout che italian food
null,i would like
inform,i need a place in the centre of town that serves mexican food
affirm,um yes
request,whats the phone number and price range
request,and uh their post code
reqalts,how about rest of town
null,um hm
reqalts,how bout indian food
inform,im looking for a greek restaurant
inform,could i have a restaurant that serves turkish food
inform,and british food
request,and i need the address and post code
confirm,is there a modern european
inform,i want a restaurant in the east part of town that serves singaporean food
confirm,is there a thai restaurant
hello,hi im looking for a cheap restaurant with lebanese food
inform,i want gastropub food
request,can i have the phone nu
reqalts,how about singaporean food
inform,um chinese food
inform,im looking for vegetarian food in any price range
request,what kind of food does it serve
reqalts,is there any other restaurant
negate,no thai
request,uh no i need the phone number
inform,i need a restaurant in any area with swedish food
inform,i would like singaporean food
inform,uh what about modern european
request,expensive price restaurant
request,and what kind of food does the venue ser
inform,i want fusion food
reqalts,what about north american food
null,did you hang up on me
reqalts,is there anything else in the medium price range
hello,hello im looking for a moderately priced restaurant in thr
request,do you have the address
request,noise address
inform,moderate range
reqalts,how about moroccan food
inform,uh doesnt matter
inform,im looking for a restaurant serving vietnamese food
request,and what type of food do they serve at pizza hutt
inform,breath im looking for a restaurant in the east part of tow
request,what about the phone number
inform,the food
inform,i need a moderately priced restaurant in the part of town
reqalts,anything else
request,can i get an address phone number and post code
request,address and the post code
inform,moderately priced moderately priced
inform,id like an indian restaurant
inform,um doesnt matter
inform,what about a restaurant that serves vietnamese
inform,im looking for a restaurant in the east part that serves creative food
inform,any anything else
request,whats its price range
null,background_speech
inform,im looking for a restaurant that serves afghan food
inform,i want an expensive restaurant in the south part of town
inform,im looking for an expensive restaurant in the east part
inform,i want a moderately priced cantonese restaurant
inform,any asian oriental
reqalts,how about english food in the north part of town
request,the phone
inform,cheap restaurant in the west part of town
inform,uh east
inform,tv_noise im looking for a restaurant in the moderately pri
inform,i dont care about price
reqalts,do you have another option anything else
inform,id like to find a restaurant that serves korean food
request,could i have the address and post code
inform,i dont know
request,can i get the phone number
inform,can i have an expensive restaurant
request,what are the price ranges
reqalts,what about australian asian
inform,im looking for traditional food
inform,im looking for a cheap restaurant and it should be in north part of town
reqalts,uh how about italian
reqalts,how about an indian restaurant
inform,fancy restaurant moroccan food
request,okay what about the post code
inform,im looking for an expensive restaurant in the south part of town
inform,any area any price
request,price range
request,noise what is the phone number
affirm,yes serving cuban food
inform,cheap restaurant portuguese
reqalts,what about the west part of town
negate,no english food
inform,cheap food in the east part of town
inform,serving catalan food
inform,i am looking for a moderately priced restaurant in the north
reqalts,what about chinese in the south part of town
inform,im looking for restaurant in the south part of town that serves english food
inform,i would like an expensive restaurant in the south part of town
inform,expensive food
inform,i need to find a french restaurant
negate,no steak house
inform,restaurant south
hello,hi im looking for an restaurant in the center that serves korean food
confirm,is it in the south part
request,phone number again
inform,im looking for a cheap restaurant in the north
request,can i have his phone number
inform,the center of town
confirm,is it in the south part of town
inform,well i dont care about the price range
reqalts,how about portugeuse
inform,uh the centre
request,whats the address of royal spice
request,what is the price range of this venue
negate,no im looking for a moderately priced restaurant that
inform,a chinese restaurant in the south part of town
reqalts,how about indian type of food
inform,im looking for moderately priced restaurant that serves world food
inform,i want a moderate priced restaurant that serves indian food
negate,breath no malaysian food
request,what is their address phone number and post code
affirm,uh yes can i find a moderately priced restaurant and it serve it should serve brazilian food
inform,um i need a vietnamese restaurant in any price range
inform,east part of town serving swedish food
inform,were else food
inform,im looking for a restaurant serving chinese food
inform,do you have jamaican restaurant
request,can i have the phone number and type of food that
hello,hi im looking for a restaurant that servers
inform,i would like an expensive restaurant in the south of town
inform,i want to find a restaurant in the north part of town
inform,i would like to find a restaurant in the south part of town that serves
reqalts,okay what about north american food
reqalts,dont care is there anything else
reqalts,how about a restaurant that serves french food
inform,canape
request,could i have the phone number please
request,may i have the phone number and address
inform,looking for something on the south side
confirm,does it serve italian food
hello,hi i need a cheap restaurant in the south part of town
null,nothing
hello,um hi i want to find a restaurant in the town center that serves
inform,chinese chinese
inform,looking for a moderately priced restaurant that serves cancun
inform,uh european food
request,and phone number please
inform,a restaurant in the west that serves italian food
inform,i do not care
negate,no i want
reqalts,is there a restaurant serving british food
inform,any range is fine
inform,i want sea food
inform,uh can i find a restaurant with asian oriental food
inform,any restaurant that serves asian oriental food
inform,ok what about indian
reqalts,uh what about indian
inform,im looking for a restaurant in the north part of town serving italian type of food
request,breath what type of food is it
request,okay and whats the post code
inform,could i have a moderately priced restaurant that serves thai food please
reqalts,is there another restaurant in the west of town
inform,are there mediterranean restaurants in the center of town
restart,reset
inform,asian oriental type of food
inform,im looking for a cheap restaurant in the south part of town
inform,im looking for a restaurant that serves polynesian food
inform,id like a cantonese resturant in the south part of town
inform,french noise
request,can i get post code
inform,looking for a cuban food restaurant
null,breathing
request,could you give me the number
request,po post code
inform,australian food center part of town
inform,is there an expensive restaurant that serves french
reqalts,how about itailian
request,what is the phone
inform,pan asian
inform,how bout thai food
reqalts,what about expensive
confirm,does it serve sea food
inform,i dont care about the price
inform,restaurant in the west part of town that serves ca
request,uh can i get the phone number
deny,i dont want turkish
reqalts,what about korean food
inform,uh italian food
inform,im looking for a restaurant in the south part of town that serves vietnamese food
deny,dont want that
request,can i have the address phone number and
reqalts,okay and what about spanish
thankyou,alright thank you goodbye
inform,oh i need to be in the north
reqalts,how about any price range
reqalts,what about chinese food
inform,can i have a british restaurant in the east please
inform,im looking for a restaurant in the north part of town serving kosher food
inform,looking for a basque restaurant
inform,id like a restaurant in the west part of town that serves danish
request,and what about the phone number
null,wait
inform,im looking for international food
inform,im looking for an expensive restaurant in the east part of town
inform,im looking for a restaurant in the west part of town that serves danish food
inform,id like a restaurant in the west part of town
inform,im looking for moderate priced restaurant in the west
null,uh
inform,im looking for am expensive restaurant in the south part
affirm,uh yes im looking for a cheap restaurant that serves medetanian food
request,do you have the phone number
reqalts,what about chineese
inform,im looking for an expensive restaurant and it should serve fus
negate,no air tran good
inform,lebanese restaurant in the west part of town
inform,turkish food any area
inform,vietnamese food in any price range
inform,im looking for a pan asian food in the south of town
inform,the south part of
null,new
inform,pub or british type of food
inform,polynesian food east of town
inform,im looking for barbecue food
inform,restaurant in the north part of town that serves french
request,uh price range
inform,fuck the missing sock
inform,spanish food in west area
inform,in the center part of
inform,if there is no such venue how about thai type of food
inform,expensive restaurant thai food
inform,a cheap restaurant in the east part of town
inform,i want to find a cheap restaurant in the north part of town
negate,noise no
affirm,yea
request,their address
null,type of foo
request,the type of food
inform,noise im looking for moderately priced in the north part of cleveland ohio
reqalts,okay uh how about a bristish
inform,in the west part of town
reqalts,okay is there another option
inform,is there any serving vietnamese
inform,moderately priced priced restaurant
affirm,yes an expensive restaurant serving african food
inform,expensive east part of town
inform,ostro asian
inform,indian food noise
inform,id like to find japanese food
inform,is there is no such venue that have asian oriental type of food
null,i would like a
inform,im looking for a expensive restaurant in the east part of town
inform,im looking for a restaurant in the center serving russian food
inform,russian food
inform,portuguese type of food
inform,i want an expensive restaurant that serves african food
inform,help me decide what venues are available in the west part of town serving any ty
inform,im looking for a restaurant in any area that servess
inform,the type of food is lebanese
confirm,is it chinese food though
confirm,is that a cheap restaurant
reqalts,how about asian oriental type of foo
request,area of venue
inform,um asian oriental restaurant
reqalts,is there a restaurant in the west part of town that serves thai food
inform,could i have a moderately priced restaurant in the east part of town
inform,ah any
inform,would like british food
request,may i have the price range
inform,chinese restaurant please
request,whats the phone number for noise
request,the post code
inform,unusual food
inform,in the center part of town french food
inform,find a restaurant serving cannabis food
inform,moderately priced french food
request,well whats the phone number
inform,korean food moderate price
reqalts,how about indian type food
inform,i need a moderate priced restaurant in the north part of town
affirm,correct
request,whats the phone whats the phone number
null,ring
inform,id like it to be in the south part of town
negate,no italian food
request,can i have the address and the price range
request,can you give me the address please
affirm,yes im looking for english food
thankyou,and thats all thank you and good bye
inform,uh gastropub
null,old
inform,i dont care bye
inform,looking for portuguese food in the south part of town
reqalts,how about the center of town
bye,stop it
inform,want something in the south side of town thats moderately priced
reqalts,how about gastropub food
inform,lebanese damn it just listen to me
inform,halal food
inform,um british
negate,no british food
inform,im looking for a expensive restaurant in the
inform,serve persian food
request,no the phone number
request,okay may i get the address
inform,that serves jamaican food
request,can i have the address phone number and area
inform,im looking for a cheap restaurant that serves international
request,okay do you have the address for da vinci pizzeria
thankyou,okay ah i think thatll do it thank you and goodbye
inform,for a restaurant
inform,im looking for a restaurant that serves russian food
request,uh address and price range
inform,i want a restaurant in the we
hello,hi i would like an expensive restaurant in the east part
affirm,uh yes can i get a moderate moderately priced restaurant in the west part of town
inform,need a restaurant serving brazilian food
reqalts,are there any other expensive restaurants in the east part of town
reqalts,is there anything that serves caribbean food
request,okay and can i get their phone number
negate,no im looking for a restaurant in the south part of town that serves
inform,ah im looking for a cheap restaurant
inform,cantonese
request,can i get the address phone number and post code
null,code
inform,i need a moderately priced restaurant in the west part of town
inform,cross over food
inform,restaurant north part of town fast food
hello,hi im looking for a restaurant that serves lebanese food
inform,the south
reqalts,how bout asian oriental type of food
affirm,yes in the south part of town
request,i would like to know the phone number
null,modern europene
inform,expensive noise
request,where is one
reqalts,is there something else
inform,i want a restaurant in the center that serves seafood
inform,restaurant in the south part of town
reqalts,uh what about portuguese food
inform,moderately priced in the west part of town
inform,unusual
request,uh whats the address and the phone number
null,moder
inform,im looking for a cheap restaurant that serves canapes food
inform,korean type food
confirm,does it serve canapes food noise
inform,im looking for a restaurant in the south part of town serving korean food
inform,im looking for a restaurant that serves tuscan food
inform,i want a cheap restaurant that serves european food
inform,can i have a cheap restaurant
reqalts,is that the only one with indian food
inform,polynesian food
inform,i would like asian oriental
request,okay and ah wheres it located
inform,so i dont care whats the address
request,i need the phone number and post code
inform,looking for a restaurant in the center of town that sells french
inform,im looking for a cheap restaurant that sells welsh
reqalts,is there anything serving international food
inform,singaporean food
negate,no im looking for one that serves vietnamese food
inform,in the west of town
request,what is the phone number and addre
request,what area is that
hello,hi need an
inform,i need a restaurant in the center of town that serves spanish food
request,i need the address and phone number
request,what part of town is it in
inform,katalian food
inform,cheap resataurant serving unintelligible food
inform,a moderately priced restaurant
null,what is available in the ar
inform,find me an expensive restaurant in the south part of town
inform,restaurant in the east part of town
inform,breath id like a cheap restaurant in the south part of town
thankyou,thank you good bye
request,and would you be able to tell me the phone number
inform,i would like a cheap
reqalts,what about european
request,what is the address and the type of food
request,tell me the post code
inform,center area
affirm,yea i want indian food
inform,im trying to find a cheap restaurant in the east of town
inform,a restaurant in the south part of town serving pan asian food
request,whats the phone number for that restaurant
reqalts,do you have any other restaurants
inform,the turkiesh food
inform,im looking for expensive spanish food
reqalts,what about indian food
thankyou,okay but im going to nandos thank you good bye
inform,uh im not interested in the type
null,how about unintelligible
inform,i need to find a restaurant in the west part of town
request,phone number please
inform,uh im looking for a cheap restaurant
reqalts,what about in any area
inform,uh restaurant in the west part of town
hello,hi im looking for a moderately priced restaurant in the west part of town
request,kay can i get their phone number please
inform,i am looking for an expensive restaurant on the east part of town
inform,hold on im working hold on gastro pub
request,what is the address phone number
request,what is the address phone number and the price range
inform,oriental food
inform,south area
inform,moderately priced afghan
inform,i want a restaurant in the center of town
inform,restaurant in any area
inform,im looking for a restaurant that serves danish food
null,okay just regular ecuadorean food
affirm,yes in the east part of town
inform,a want a cheap restaurant in the north part of town
inform,uh cheap restaurant
inform,im looking for a restaurant that serves mediterranean food
bye,ooh thank you good bye
affirm,mmhm
request,prices
inform,chinese foo
inform,serves turkish food
inform,a restaurant south part of town
confirm,does it serve international food
inform,id like to find a restaurant in the north part of town that serves german food
inform,what about the other restaurant
inform,expensive fish restaurant
inform,im looking for a moderately priced rest
negate,no im looking for a moderately priced restaurant that serves kosher food
request,may i get the phone number
inform,venue
ack,im good
null,and the
bye,yawning thank you and good bye
inform,im looking for a restaurant in the south part of town and it should serve scandinavian food
inform,ok talian food
null,tv_noise
inform,i need a cheap restaurant serving italian food
inform,that serves takes out food
inform,find restaurant serving asian
inform,i want an expensive restaurant
request,west is the address and phone number
null,not sure
inform,im looking for a restaurant in the north part of town serving indonesian
bye,see you goodbye
inform,dont care dont care dont care
inform,irish food in the south part of town
inform,im looking for a barbecue restaurant in the east part of town
inform,indonesian food east part of town
inform,moderately priced international food
inform,um in north
inform,uh south part of town
hello,hello
inform,im looking for a restaurant in the south part of town that serves malaysian food
request,may i have the phone number talking
request,and whats their phone number
inform,im loooking for a restaurant serving vietnamese type of food
inform,im looking for a restaurant in the east part of town that serves indonesian food
request,and what is the post code again
inform,singaporean
request,and the phone number please
ack,great day unintelligible
affirm,uh yes can i find a restaurant in the east part of town that serves chinese
inform,do you have a place that serves turkish food
negate,no asian oriental
null,what is the uh
inform,did you see a korean restaurant
inform,i would like thai food
inform,chinses
confirm,is there a venue that serve vietnamese food
inform,um anything else
null,medium
request,part of town is it in
null,in appleton wiscon
request,can i get a phone number
request,and type of food
inform,indian food in the west part of town
request,okay please give me the phone number
negate,no okay thats fine what about french food
affirm,uh yes can i get a cheap restaurant in the west part of town
inform,the expensive price range
reqalts,how about british restaurants
inform,i want swiss food
inform,i am looking for sweedish food
inform,restaurant west part of town japanese food
inform,south part of town persian food
request,ah a phone number
request,whats your phone number and post code
negate,no moderately priced
thankyou,i know thank you goodbye
affirm,yes id like to find a cheap restaurant in the north part of town
inform,uh indian
inform,can i have a different restaurant that serves portuguese food
inform,expensive french
request,what is the addre
request,okay what type of food is that
negate,not
inform,if there is no such venue how about french type of food
request,okay and whats the price range
reqalts,another please
inform,can i find a restaurant in the south that is moderately priced
reqalts,um what about italian food
inform,cheap restaurant in the north of town
inform,moderately priced restaurant that serves creative food
request,whats their phone number
request,whats the address and phone number
inform,i want a restaurant in the center part of town that serves traditional food
request,could i have their phone number as well
request,can you repeat the phone number and address please
inform,do you have chinese food
inform,im looking for a restaurant in the west part of town that serves jamaican food
reqalts,how about italian type of food
request,what type of food do they have
confirm,does it serve hungarian food
inform,im looking for kosher food in the west side
inform,restaraunt serving fusion food
null,left
inform,may i have a moderately priced restaurant serving english
inform,ya im looking for a restaurant serving persian food
inform,looking for a restaurant in the south part of town that serves persian
inform,im looking for an expensive restaurant that serves sea food
inform,noise im looking for a restaurant serving vegetarian food
request,can i have their phone number please
inform,can i get a restaurant in the west part of town
hello,hi im looking for a restaurant that serves vegetarian food
inform,i would like to find a moderately priced restaurant and it should be in the east
inform,im looking for a restaurant that serves thai food
request,what is the address of the missing sock
inform,moderately priced restaurant that serves indian food
inform,find restaurant serving asian oriental
inform,chinese oriental
inform,moderate restaurant catalan food
inform,im looking for a cheap restaurant in the east part of town that serves gastropub food
request,may i have the address and phone number and post code
inform,i want a restaurant that serves welsh food
null,opean
request,whats its number
inform,uh a restaurant in the south part of town
inform,im looking for an african restaurant
request,what is their special dish
inform,im looking for a restaurant in the east part of town that serves british food
thankyou,kay thank you goodbye
inform,expensive restaurant welsh food
request,okay and uh whats the address
inform,restaurant in the east part of town that serves indonesian food
request,can i have the address of the last one
inform,im looking for a restaurant in any area
affirm,yeah im looking for food cheap restaurant
inform,looking for a cheap restaurant in the south part of town
inform,do you have cuban food
inform,i need a restaurant in the moderate price range
inform,im looking for korean food in any price range
inform,i want to find a moderately priced restaurant that serves fusion food
request,can i have their address
null,what about us
affirm,yes south part of town
inform,i want to find a restaurant in the center that serves irish
null,laughing
inform,looking for something moderately priced in the south of town
inform,i want to find a expensive restaurant and it should serve english food
inform,i need a moderately priced restaurant in the north part of town
inform,how bout one that serves portuguese food and is cheap
request,can i have the address
negate,no australian food
reqalts,is there another restaurant in the moderately price range in the east part of town
inform,moderately priced restaurant in the west part of town
request,okay can i get the phone number
null,what is it by
inform,it deosnt matter
request,and can i have the phone number and ah the area where it is
inform,i am looking for a restaurant in the north part of town serving indian food
inform,gastropub of food
inform,i need a restaurant serving corsica food
inform,i want to find international food
negate,no asian
inform,noise how bout thai
inform,looking for expensive kosher food
request,excellent and what is the price range of that venue
request,and the phone number
inform,moderately price
request,what is its post code
confirm,do they serve unusual food
request,whats the signature dish
inform,im looking for a restaurant in the south part of town serving indian type of food
reqalts,is there anything else
inform,im looking for a restaurant in any area that serves bistro food
inform,okay then any
ack,okay show me the least
inform,system im looking for expensive restaurant
hello,hi i am looking for restaurant in the west part of town that serves danish food
request,tell me the address
inform,im looking for a restaurant that serves unintelligible food
inform,greek
request,the address phone number and post code
request,can i get the phone number and address
inform,moderately priced swedish food
inform,a moderately priced restaurant in the west part of town
inform,in the center that serves unintelligible asian
inform,im looking for a place that serves mexican food
inform,yea i would like korean food
inform,um i need a cheap restaurant
confirm,is it moderately
inform,breath malaysian food
null,system
inform,im looking for an expensive restaurant and it should serve vietnamese food
inform,im looking for a moderately priced restaurant that serves austria asian food
request,can i get the phone number and price range
thankyou,ok thanks goodbye
inform,that serves turkish food
inform,is doesnt matter
inform,im looking for a restaurant that serves african food
inform,is there not a mexican restaurant near by
inform,im looking for a thai restaurant
negate,no im looking
request,id like the address and area
thankyou,awesome thank you good bye
inform,that food tv_noise
inform,breath im looking for a restaurant in the south part of town that serves malaysian food
inform,a restaurant in the west part of town should serve crossover food
request,where is the location
inform,id like to find a restaurant in any area serving mediterranean food
inform,i want a restaurant that serves
inform,you said expensive
inform,spanish spanish food spanish
request,may i have the post code please
null,wait noise
inform,im looking for an expensive restaurant serving turkish food
inform,i am looking for a cheap restaurant and it should be in the west part of town
inform,north part of town north part of town
thankyou,oh thank you good bye
inform,is there any serving spanish food
inform,i want a vietnamese restaurant
affirm,yeah i need to find
null,um what
inform,modern european food
confirm,is it in the moderate price range
inform,im looking for restaurants in the east part of town
inform,im looking for a restaurant in the cheap price range that serves asian oriental food
inform,i want a moderately priced restaurant in the north part of town
reqalts,how about romanian food
null,try again
reqalts,how about a moderately priced restauran
reqalts,how about turkish food
request,type of food served
null,of the venue
request,address and price range
request,may i get the address phone number
inform,cheap restaurant in he north part of town
inform,there korean food
inform,anywhere
request,address and food
inform,a cheap restaurant in the north part of town
request,what is the phone number an post code
inform,im looking for a restaurant in the east part of town that serves belgium food
inform,noise im looking for a moderately priced restaurant
inform,a restaurant with afghan food
negate,no indian
inform,in the west part
request,what is the type of food
inform,im looking for an expensive restaurant serving malaysian food
inform,im looking for a moderately priced restaurant that serves christmas food
reqalts,i want another restaurant that serves spanish food
inform,im looking for a restaurant that serves expensive food or expensive
inform,uh korean food
inform,east
inform,i want christmas food
request,id like to know the address phone number and post code
inform,breath i would like port portuguese food
request,um can i get the address and phone number
inform,vegetarian
thankyou,say thank you good bye
inform,catalan food north part of town
inform,i would like to find an expensive restaurant that serves corsica food
inform,um dont care
inform,can i have a cheap restaurant in the south part of town
inform,earatrain
inform,the east part
inform,i need jamaican food
ack,okay and ah
inform,im looking for cheap japanese food
inform,find moderately priced brazilian restaurant
inform,im looking for a moderately
inform,moderate restaurant seafood
inform,id like a moderately priced restaurant that serves
inform,like a restaurant that serves asian oriental
reqalts,thats great what else is there
negate,no
request,noise can i have the phone number
repeat,uh could you repeat that
null,uh what is the
inform,can i have a restaurant in the north
affirm,yes in the moderately priced
inform,i want to find an expensive restaurant on the east part of town
inform,moderately restaurant
inform,can i get a cheap restaurant in the south part of town
inform,im looking in the south of the town
inform,im looking for a restaurant serving thai type of food
inform,talian food
inform,korean food
inform,i want to find a restaurant in the centre that serves thai food
inform,i am looking for italian
inform,place that serves portuguese food
inform,can i have a mexican restaurant
inform,id like to find a restaurant serving crossover food
inform,oriental
inform,uh anywhere
reqalts,is there a restaurant in the north part of town that serves indian food
request,what was the phone number for chiquito
request,give me the address
confirm,does it serve korean
thankyou,okay thank you goodbye
reqalts,how about british
request,and the address
request,and what area is that
request,and the postal code
request,and whats the postcode
thankyou,okay thank you bye
inform,how how bout chinese food
inform,west part of town creative food
inform,im looking for north american food
inform,i want a moderate priced restaurant in the south of town
inform,can i get a restaurant
reqalts,how bout asian
reqalts,another place
inform,can i find a moderately priced restaurant
confirm,does it serve caribbean food
reqalts,how european food
inform,india
inform,yea im looking for some spanish food
inform,in the south
inform,id like a cheap italian restaurant
null,ad
inform,looking for a moderately priced restaurant that serves brazilian
reqalts,how about somewhere serving modern european
inform,in the centre of town
inform,crossover food
inform,moderate restaurant north part of town
null,knocking
request,what is their area
thankyou,okay thank you good bye
inform,basque food in the east part of town
inform,im looking for a cheap restaurant in the north part of town
inform,can i have the corsica
request,can i get their post code
request,okay address phone number and post code please
inform,any type of area
inform,i want a british restaurant in the east part of town
inform,a chinese restaurant that serves moderately priced food
inform,im looking for moderately priced restaurant in the north part
inform,im looking for a expensive restaurant that serves indonesian food
inform,im looking for a moderately priced restaurant in the south part of town
confirm,uh is there a modern european food restaurant
request,great whats the address and phone number
request,can i have the address of the phone number of the venue
inform,i need a restaurant that serves african food
request,what is the phone number of that venue
request,may i have the address of it
inform,uh any
inform,im looking for a cheap restaurant that serves welsh food
inform,moderately priced restaurant south part of town
inform,expensive indonesian
inform,looking for thai food
inform,uh moderate restaurant in the south part of town
request,um could i have the address
inform,id like a restaurant that serves thai food
reqalts,what about asian oriental foo
inform,what about mediterranean food
inform,noise looking for an expensive restaurant in the south part of town
affirm,uh yes international food please
inform,im looking for a turkish type of restaurant
inform,you said chinese food
inform,are they the east side of town
inform,and okay and vietnamese food thank you
request,and can i get their address
null,i want to find a
inform,im sorry i meant creative food
negate,no im looking for turkish
affirm,yes right
inform,uh moderately price
reqalts,what about american food
inform,i would like to find a moderately priced restaurant and it should
inform,is there anything in the cheap price range
reqalts,okay how about european food
request,okay um whats the price range
reqalts,give me something else
inform,im looking for a moderately priced restaurant serving creative food
request,type of food does pizza hut serve
inform,im looking for british food
inform,the north part
restart,uh start over
inform,im looking for a restaurant in the west part of town that serves scottish
inform,korean food type
null,re
inform,european type of food
inform,im looking for a re
request,in the area
request,oh so what is the phone number
request,and the phone number and address
inform,im looking for a moderately priced restaurant uh serving halal food
reqalts,other
inform,restaurant in the west part of town that serves airitran food
negate,no austrian food
inform,any
inform,a cheap restaurant in the south part of town
request,what price range is it
request,oh good whats the address
inform,east of town
request,and where is that located
inform,looking for a restaurant in the south part of town that serves australian food
request,uh can i have the address
inform,i would like gastropub food in the east part of town please
bye,okay forget it goodbye
inform,noise french food
inform,i want a cheap restaurant in the west part of town
affirm,yeah im looking for a moderately priced restaurant
inform,east part of town i need an expensive restaurant
negate,no the south part
request,okay can i have the phone number and the post code please
inform,i am looking for a moderately priced restaurant in the
inform,uh im looking for an expensive restaurant in the east part of town
inform,north town
request,what are the address
request,okay what were the prices for the other restaurant
inform,what about turkish
inform,im looking for a restaurant serving lebanese food
null,does do you know anyone who serves um
inform,id like to find a restaurant in the north part of town and it should serve greek food
hello,laughing hello
reqalts,how about korean
inform,cheap restaurant serving malaysian food
inform,id like a restaurant in the center with russian food
inform,east part of town
ack,good
inform,shit served swiss food
inform,in the east
inform,french food any french food
inform,i want to find a restaurant in the west part of town that serves vietnamese food
inform,asian
request,what food is available
inform,could i have a restaurant that serves asian oriental food
affirm,yeah can i um
hello,unintelligible hello
inform,im looking for seafood
thankyou,thanks goodbye
inform,swedish
request,and what price range is that or nevermind
inform,im looking for a restaurant moderately pri
request,could i get their phone number please
request,okay can i have the address
affirm,yes cheap
inform,the west part of town i want
inform,i need an expensive restaurant in the east part of town
inform,hungarian
request,can you give me its post code
negate,no id like
inform,a spanish restaurant in the center
inform,ah can i find a unintelligible restaurant serving scotch food
null,im loo
inform,id like a cheap restaurant in the east part of town
inform,center town
reqalts,okay is there any portuguese food
null,range please
affirm,uh yes mexican please
reqalts,how about gastro pub
inform,i need a restaurant serving asian oriental in the north part of town
inform,something serving swiss food
inform,i want to find a cheap
request,could i have the address phone number and
inform,um indian food in the north part
inform,i need a mexican restaurant
inform,i want to find an expensive restaurant in the east part of t
inform,the turkiesh
inform,north part of town serving gastropub food
inform,a restaurant in the south part of town hungarian food
inform,i am looking for a moderate priced restaurant
inform,jamaican food
inform,moderate priced in the north part of town
reqalts,how about a castro pub
negate,no any area
inform,im looking for a restaurant in the south part of town it should serve jamaican food
affirm,yes that serves korean food
request,do you got an address
affirm,yes in the north part of town
inform,i would like a restaurant in the west part of town that serves cuban food
inform,i need a moderately priced restaurant in the south
request,and the price code
inform,im looking for a restaurant in the center serving
reqalts,is there any other type of food
inform,i need a moderately priced restaurant that serves caribbean food
inform,noise east
inform,i would like traditional food in the south part of town
null,i am
request,breath may i have the phone number and address please
affirm,yes in the cheap price range
inform,any spanish
inform,in the east part of
request,awesome um whats the number
inform,im looking for a restaurant that serves corsica food
inform,im looking for an expensive restaurant and it should serve malaysian food
inform,im looking for vegetarian food on the east part of town
ack,okay give me the first
null,first one
request,okay and uh the phone number
negate,no south part of town
inform,moderately priced south of town
inform,airitran
null,i
reqalts,anything house
reqalts,how about modern european type of food
inform,expensive korean food
inform,polynesian food in the south part of town
inform,i want cantonese food
inform,looking for a restaurant in the north part of town
inform,i want an irish restaurant thats expensive
affirm,ok yeah
inform,id like a restaurant in the north part of town serving swiss food
inform,any part
inform,uh cheap moderate
inform,i need it in the north part of town
reqalts,is there a restaurant in the west part of town that serves vietnamese food
affirm,yes can i have can i get swedish food in any area
inform,what ever
inform,belgian food
request,what is their address and phone number please
inform,i need one in the cheap price range
inform,i would like to find a moderately priced restaurant in the north part of town
thankyou,good bye thank you
inform,im looking for a restaurant in the center of town that serves russian food
null,done
inform,i want to find a restaurant in the south part of town and it shows
null,usually
confirm,is that in the center
inform,i want a french restaurant that serves expensive food
inform,i want to find chinese food
confirm,is it in the west part of town
inform,a restaurant in the south part of town serving italian food
inform,caribbean
inform,that serves in the moderate food price
request,where is it located
inform,european
inform,i am looking for modern european food
affirm,right east part of town
affirm,yes fusion
inform,im looking for a vietnamese restaurant
null,pizza
inform,tuscan food south part of town
reqalts,are there any restaurants that serve english food
request,tasty then whats the phone number
inform,im looking for a cheap restaurant that serves chinese food
inform,lebanese food in the center of town
negate,no unintelligible
inform,modern european
inform,im looking for indian food in the east part of town
inform,a restaurant in the center that serves leban
affirm,uh yes im looking for a restaurant that serves chinese food
inform,im looking for a cheap restaurant in the
hello,hi im looking for a restaurant that serves
inform,restaurant in the east part of town serving basque food
inform,vietnamese food in any area
inform,im looking for a restaurant in the center that serves corsica
inform,moderate eur
affirm,yeah
inform,im looking for a restaurant in the center that serves turkish food
inform,asian oriental type food
bye,awesome thanks good bye
reqalts,how about a restaurant in the west part of town that serves vietnamese
inform,north creative
reqalts,how about chinese type of food
request,okay address
inform,restaurant in the north part of town that serves turkish food
reqalts,how about ah one that serves asian oriental
inform,id like a pan asian restaurant
inform,lebanse
request,okay the address
inform,french restaurant
reqalts,um what about chinese
confirm,is there a chinese restaurant
inform,romanian food in the center
inform,can you find a modern european restaurant
inform,korean
request,ah thank you phone number
inform,could i have a restaurant in the center
affirm,uh yes
request,may i have the address and the phone number
inform,uh moroccan food
affirm,yes in the south of town
inform,expensive french restaurant
request,um address
inform,a restaurant cheap north part of town
inform,im looking for something in the center of town
inform,id like a restaurant in any area that it serves canapes
inform,any any part of town
request,what type of food is it
